Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[793]    0.0    0.00    0.00       2         std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__do_uninit_copy<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [793]
                0.00    0.00       2/2           bool std::operator!=<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&) [799]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__uninitialized_copy_a<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >&) [795]
[794]    0.0    0.00    0.00       2         std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::uninitialized_copy<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [794]
                0.00    0.00       2/2           std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [789]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__uninitialized_move_if_noexcept_a<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >&) [796]
[795]    0.0    0.00    0.00       2         std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__uninitialized_copy_a<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >&) [795]
                0.00    0.00       2/2           std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::uninitialized_copy<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [794]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >, unsigned long, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > const&) [75]
[796]    0.0    0.00    0.00       2         std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__uninitialized_move_if_noexcept_a<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >&) [796]
                0.00    0.00       4/4           std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> std::__make_move_if_noexcept_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> >(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [746]
                0.00    0.00       2/2           std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__uninitialized_copy_a<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >&) [795]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >, unsigned long, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > const&) [75]
                0.00    0.00       1/2           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::~vector() [937]
[797]    0.0    0.00    0.00       2         void std::_Destroy<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [797]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [779]
-----------------------------------------------
                0.00    0.00       2/2           bool std::operator!=<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&) [799]
[798]    0.0    0.00    0.00       2         bool std::operator==<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&) [798]
                0.00    0.00       4/4           std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>::base() const [733]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >* std::__do_uninit_copy<std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*) [793]
[799]    0.0    0.00    0.00       2         bool std::operator!=<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&) [799]
                0.00    0.00       2/2           bool std::operator==<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*>(std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&, std::move_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*> const&) [798]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0() [113]
[800]    0.0    0.00    0.00       1         sf::Vector2<int>::Vector2(int, int) [800]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >, unsigned long, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > const&) [75]
[801]    0.0    0.00    0.00       1         std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_M_check_len(unsigned long, char const*) const [801]
                0.00    0.00       4/6           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::size() const [711]
                0.00    0.00       2/2           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::max_size() const [778]
                0.00    0.00       1/64314       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [311]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_base() [805]
[802]    0.0    0.00    0.00       1         std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_impl::_Vector_impl() [802]
                0.00    0.00       1/1           std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_impl_data::_Vector_impl_data() [804]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<LiveText, std::allocator<LiveText> >::~_Vector_base() [806]
[803]    0.0    0.00    0.00       1         std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_impl::~_Vector_impl() [803]
                0.00    0.00       1/1           std::__new_allocator<LiveText>::~__new_allocator() [837]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_impl::_Vector_impl() [802]
[804]    0.0    0.00    0.00       1         std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_impl_data::_Vector_impl_data() [804]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<LiveText, std::allocator<LiveText> >::vector() [844]
[805]    0.0    0.00    0.00       1         std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_base() [805]
                0.00    0.00       1/1           std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_impl::_Vector_impl() [802]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<LiveText, std::allocator<LiveText> >::~vector() [915]
[806]    0.0    0.00    0.00       1         std::_Vector_base<LiveText, std::allocator<LiveText> >::~_Vector_base() [806]
                0.00    0.00       1/5           std::_Vector_base<LiveText, std::allocator<LiveText> >::_M_deallocate(LiveText*, unsigned long) [717]
                0.00    0.00       1/1           std::_Vector_base<LiveText, std::allocator<LiveText> >::_Vector_impl::~_Vector_impl() [803]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > > >, unsigned long, std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > const&) [75]
[807]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_M_allocate(unsigned long) [807]
                0.00    0.00       1/1           std::__new_allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >::allocate(unsigned long, void const*) [839]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_base() [811]
[808]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_impl::_Vector_impl() [808]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_impl_data::_Vector_impl_data() [810]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::~_Vector_base() [812]
[809]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_impl::~_Vector_impl() [809]
                0.00    0.00       1/1           std::__new_allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > >::~__new_allocator() [840]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_impl::_Vector_impl() [808]
[810]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_impl_data::_Vector_impl_data() [810]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::vector() [849]
[811]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_base() [811]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_impl::_Vector_impl() [808]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::~vector() [937]
[812]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::~_Vector_base() [812]
                0.00    0.00       1/2           std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_M_deallocate(std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >*, unsigned long) [780]
                0.00    0.00       1/1           std::_Vector_base<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > >, std::allocator<std::vector<std::vector<Particle*, std::allocator<Particle*> >, std::allocator<std::vector<Particle*, std::allocator<Particle*> > > > > >::_Vector_impl::~_Vector_impl() [809]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#2}, void>(main::{lambda()#2}&&) [850]
[813]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#2}>::_M_init_functor<main::{lambda()#2}>(std::_Any_data&, main::{lambda()#2}&&) [813]
                0.00    0.00       1/3           main::{lambda()#2}&& std::forward<main::{lambda()#2}>(std::remove_reference<main::{lambda()#2}>::type&) [767]
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#2}>::_M_create<main::{lambda()#2}>(std::_Any_data&, main::{lambda()#2}&&, std::integral_constant<bool, true>) [815]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#2}, void>(main::{lambda()#2}&&) [850]
[814]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda()#2}>::_M_not_empty_function<main::{lambda()#2}>(main::{lambda()#2} const&) [814]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#2}>::_M_init_functor<main::{lambda()#2}>(std::_Any_data&, main::{lambda()#2}&&) [813]
[815]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#2}>::_M_create<main::{lambda()#2}>(std::_Any_data&, main::{lambda()#2}&&, std::integral_constant<bool, true>) [815]
                0.00    0.00       1/62          std::_Any_data::_M_access() [571]
                0.00    0.00       1/3           main::{lambda()#2}&& std::forward<main::{lambda()#2}>(std::remove_reference<main::{lambda()#2}>::type&) [767]
                0.00    0.00       1/2403009     operator new(unsigned long, void*) [205]
-----------------------------------------------
